fiscal_year,month,week,temperature,precipitation,marketing_spend,store,promotion,holiday,natural_disaster,product_category,avg_selling_price,planned_avg_selling_price,planned_units,Fiscal Quarter,Unemployment %,Core PCE YoY %,Fed Funds %,30yr Mortgage %,Median US Home Sale Price,Real Disposable Personal Income,Avg US Gas Prices (Regular),WTI Crude Oil Spot Price,Housing Starts,U of M Consumer Sentiment,promotion_discount,unit_sales
2020,2,1,65.35320287,9.34,18166.38,Miami,1,0,0,Outdoor Furniture,229.9351778,241.36,225,1,4.4,1.5,0.7,3.3,329000,15696.3,2.423,45.57,1252,89.1,4,913.8632747
2020,2,1,65.35320287,9.34,18166.38,Miami,1,0,0,Outdoor Furniture,228.9990433,241.36,225,1,4.4,1.5,0.7,3.3,329000,15696.3,2.005,21.69,1252,89.1,2,879.094543
2020,2,1,65.35320287,9.34,17274.75,Miami,0,0,0,Building Materials,422.6838738,409.86,928,1,4.4,1.5,0.7,3.3,329000,15696.3,2.423,45.57,1252,89.1,0,1429.957252
2020,2,1,65.35320287,9.34,17274.75,Miami,0,0,0,Building Materials,459.8666992,409.86,928,1,4.4,1.5,0.7,3.3,329000,15696.3,2.005,21.69,1252,89.1,0,1305.289727
2020,2,1,65.35320287,9.34,8937.92,Miami,0,0,0,Home Appliances,243.5394656,258.07,168,1,4.4,1.5,0.7,3.3,329000,15696.3,2.423,45.57,1252,89.1,0,414.7442729
2020,2,1,65.35320287,9.34,8937.92,Miami,0,0,0,Home Appliances,244.4968513,258.07,168,1,4.4,1.5,0.7,3.3,329000,15696.3,2.005,21.69,1252,89.1,0,416.7739513
2020,2,2,65.35320287,9.34,23360.92,Miami,1,0,1,Garden Equipment,233.7023255,241.06,122,1,4.4,1.5,0.7,3.4,329000,15696.3,2.375,32.39,1252,89.1,2,595.0498562
2020,2,2,65.35320287,9.34,6103.17,Miami,0,0,0,HVAC,182.393735,197.51,623,1,4.4,1.5,0.7,3.4,329000,15696.3,2.375,32.39,1252,89.1,0,936.391234
2020,2,2,65.35320287,9.34,15996.81,Miami,0,0,0,Outdoor Furniture,237.6242204,241.36,225,1,4.4,1.5,0.7,3.4,329000,15696.3,2.375,32.39,1252,89.1,0,788.7207335
2020,2,2,65.35320287,9.34,18914.55,Miami,1,0,0,Building Materials,416.3474285,409.86,928,1,4.4,1.5,0.7,3.4,329000,15696.3,2.375,32.39,1252,89.1,10,3194.600459
2020,2,2,65.35320287,9.34,13482.31,Miami,1,0,0,Home Appliances,253.4385303,258.07,168,1,4.4,1.5,0.7,3.4,329000,15696.3,2.375,32.39,1252,89.1,2,724.9899338
2020,2,3,65.35320287,9.34,15866.39,Miami,1,0,0,Garden Equipment,243.2304083,241.06,122,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,10,761.1898501
2020,2,3,65.35320287,9.34,23405.08,Miami,1,0,0,HVAC,186.2065806,197.51,623,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,3,1626.736075
2020,2,3,65.35320287,9.34,18955.31,Miami,1,0,0,Outdoor Furniture,257.0745989,241.36,225,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,3,847.6080567
2020,2,3,65.35320287,9.34,14629.29,Miami,0,0,0,Building Materials,392.1943813,409.86,928,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,0,1422.24101
2020,2,3,65.35320287,9.34,19265.94,Miami,0,0,0,Home Appliances,270.0380122,258.07,168,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,0,725.878798
2020,2,4,65.35320287,9.34,16014.87,Miami,1,0,0,Garden Equipment,234.9635554,241.06,122,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,2,529.6796433
2020,2,4,65.35320287,9.34,15073.26,Miami,0,0,1,HVAC,187.1919111,197.51,623,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,0,1165.840938
2020,2,4,65.35320287,9.34,10924.89,Miami,0,0,0,Outdoor Furniture,236.8527186,241.36,225,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,0,623.868197
2020,2,4,65.35320287,9.34,12934.25,Miami,1,0,0,Building Materials,352.4114958,409.86,928,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,10,2359.929365
2020,2,4,65.35320287,9.34,13625.44,Miami,1,0,0,Home Appliances,257.8007911,258.07,168,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,5,860.5243517
2020,3,1,67.75070798,7.33,19212.7,Miami,1,0,0,Garden Equipment,247.5143494,241.06,122,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,2,907.1620651
2020,3,1,67.75070798,7.33,23660.31,Miami,1,0,0,HVAC,213.5729061,197.51,623,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,3,1478.935105
2020,3,1,67.75070798,7.33,26614.95,Miami,1,0,0,Outdoor Furniture,242.6781111,241.36,225,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,2,1110.033478
2020,3,1,67.75070798,7.33,25985.6,Miami,1,0,0,Building Materials,394.2597671,409.86,928,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,3,1797.949012
2020,3,1,67.75070798,7.33,8685.3,Miami,0,0,0,Home Appliances,242.4829474,258.07,168,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,0,466.6564589
2020,3,2,67.75070798,7.33,12224.87,Miami,1,0,0,Garden Equipment,235.8853144,241.06,122,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,3,602.7544115
2020,3,2,67.75070798,7.33,7052.11,Miami,0,0,0,HVAC,210.0532496,197.51,623,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,0,1020.738671
2020,3,2,67.75070798,7.33,14539,Miami,0,0,0,Outdoor Furniture,243.2242371,241.36,225,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,0,684.418321
2020,3,2,67.75070798,7.33,16534.79,Miami,1,0,0,Building Materials,413.2147249,409.86,928,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,4,1625.769482
2020,3,2,67.75070798,7.33,26272.31,Miami,1,0,0,Home Appliances,285.8288341,258.07,168,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,2,1012.943948
2020,3,3,67.75070798,7.33,16193.9,Miami,0,0,0,Garden Equipment,229.5737832,241.06,122,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,0,706.8898931
2020,3,3,67.75070798,7.33,18742.48,Miami,0,0,0,HVAC,199.2999622,197.51,623,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,0,1241.051002
2020,3,3,67.75070798,7.33,13437.69,Miami,0,0,0,Outdoor Furniture,254.0766666,241.36,225,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,0,607.0073355
2020,3,3,67.75070798,7.33,19184.98,Miami,1,0,0,Building Materials,386.5440712,409.86,928,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,5,1963.33739
2020,3,3,67.75070798,7.33,10678.85,Miami,0,0,0,Home Appliances,253.4530033,258.07,168,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,0,527.2691932
2020,3,4,67.75070798,7.33,22145.85,Miami,1,0,0,Garden Equipment,238.774717,241.06,122,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,4,865.4679786
2020,3,4,67.75070798,7.33,25216.72,Miami,1,0,0,HVAC,185.3715733,197.51,623,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,5,1584.524089
2020,3,4,67.75070798,7.33,5404.97,Miami,0,0,0,Outdoor Furniture,262.2672045,241.36,225,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,378.8349656
2020,3,4,67.75070798,7.33,25711.11,Miami,1,0,0,Building Materials,430.1896737,409.86,928,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,3,1655.586357
2020,3,4,67.75070798,7.33,9204.5,Miami,0,0,0,Home Appliances,290.8786674,258.07,168,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,439.6116417
2020,4,1,54.46820394,8.43,15708.87,Miami,1,0,0,Garden Equipment,225.9128954,241.06,122,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,5,735.616901
2020,4,1,54.46820394,8.43,14292.88,Miami,0,0,0,HVAC,187.3371106,197.51,623,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,0,1070.433081
2020,4,1,54.46820394,8.43,15552.91,Miami,0,0,0,Outdoor Furniture,235.8170222,241.36,225,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,0,769.9155772
2020,4,1,54.46820394,8.43,14701.29,Miami,1,0,0,Building Materials,395.512853,409.86,928,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,4,1766.370898
2020,4,1,54.46820394,8.43,25037.63,Miami,1,0,0,Home Appliances,265.6983304,258.07,168,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,4,964.1100823
2020,4,2,54.46820394,8.43,7723.26,Miami,0,0,0,Garden Equipment,257.1007439,241.06,122,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,0,397.0610446
2020,4,2,54.46820394,8.43,14216.9,Miami,0,0,0,HVAC,204.7197831,197.51,623,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,0,1000.916715
2020,4,2,54.46820394,8.43,21175.77,Miami,1,0,0,Outdoor Furniture,233.6140302,241.36,225,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,2,967.1767668
2020,4,2,54.46820394,8.43,28198.03,Miami,1,0,0,Building Materials,442.9939544,409.86,928,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,10,2068.241086
2020,4,2,54.46820394,8.43,16577.91,Miami,0,0,0,Home Appliances,286.8530319,258.07,168,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,0,695.971984
2020,4,3,54.46820394,8.43,14489.09,Miami,1,0,0,Garden Equipment,219.7297233,241.06,122,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,3,687.9714108
2020,4,3,54.46820394,8.43,14064.62,Miami,1,0,0,HVAC,193.0257933,197.51,623,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,2,1164.936653
2020,4,3,54.46820394,8.43,25880.64,Miami,1,0,0,Outdoor Furniture,238.1043879,241.36,225,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,4,1122.167752
2020,4,3,54.46820394,8.43,24956.89,Miami,1,0,0,Building Materials,382.7438922,409.86,928,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,2,1673.750232
2020,4,3,54.46820394,8.43,13715.53,Miami,0,0,0,Home Appliances,252.9162666,258.07,168,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,0,585.5993989
2020,4,4,54.46820394,8.43,5287.6,Miami,0,0,0,Garden Equipment,233.8503513,241.06,122,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,378.5924725
2020,4,4,54.46820394,8.43,20643.69,Miami,1,0,0,HVAC,192.635533,197.51,623,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,10,1817.064075
2020,4,4,54.46820394,8.43,23262,Miami,1,0,0,Outdoor Furniture,252.762684,241.36,225,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,5,876.5366906
2020,4,4,54.46820394,8.43,18877.21,Miami,1,0,0,Building Materials,365.5556383,409.86,928,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,3,2468.180687
2020,4,4,54.46820394,8.43,15596.89,Miami,0,0,1,Home Appliances,266.9437711,258.07,168,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,603.2021157
2020,5,1,61.72288401,0.13,15087.54,Miami,1,0,1,Garden Equipment,222.7712992,241.06,122,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,10,572.038272
2020,5,1,61.72288401,0.13,7512.48,Miami,0,0,0,HVAC,218.8832218,197.51,623,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,0,879.6441396
2020,5,1,61.72288401,0.13,13990.44,Miami,0,0,0,Outdoor Furniture,248.7060163,241.36,225,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,0,764.1549364
2020,5,1,61.72288401,0.13,16731.33,Miami,1,0,0,Building Materials,404.9001017,409.86,928,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,2,2620.145495
2020,5,1,61.72288401,0.13,11313.68,Miami,0,0,0,Home Appliances,283.6697157,258.07,168,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,0,636.8623791
2020,5,2,61.72288401,0.13,15999.75,Miami,0,0,0,Garden Equipment,227.7124619,241.06,122,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,495.5404151
2020,5,2,61.72288401,0.13,15999.75,Miami,0,0,0,Garden Equipment,234.0920629,241.06,122,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,501.0255592
2020,5,2,61.72288401,0.13,25293.44,Miami,1,0,1,HVAC,208.1266163,197.51,623,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,3,1537.65653
2020,5,2,61.72288401,0.13,25293.44,Miami,1,0,0,HVAC,208.5143797,197.51,623,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,2,1584.590785
2020,5,2,61.72288401,0.13,11895.16,Miami,0,0,0,Outdoor Furniture,224.3621738,241.36,225,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,471.1889917
2020,5,2,61.72288401,0.13,11895.16,Miami,0,0,0,Outdoor Furniture,228.7049678,241.36,225,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,503.5604867
2020,5,2,61.72288401,0.13,11888.23,Miami,0,0,1,Building Materials,447.2150999,409.86,928,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,1101.995413
2020,5,2,61.72288401,0.13,11888.23,Miami,0,0,0,Building Materials,447.892665,409.86,928,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,1611.588908
2020,5,2,61.72288401,0.13,20885.01,Miami,1,0,0,Home Appliances,254.7436313,258.07,168,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,2,1020.579484
2020,5,2,61.72288401,0.13,20885.01,Miami,1,0,0,Home Appliances,268.8077324,258.07,168,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,4,1066.599759
2020,5,3,61.72288401,0.13,21646.73,Miami,1,0,0,Garden Equipment,231.8013473,241.06,122,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,10,1076.122101
2020,5,3,61.72288401,0.13,15788.67,Miami,0,0,0,HVAC,212.2010367,197.51,623,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,0,1194.036794
2020,5,3,61.72288401,0.13,19431.09,Miami,1,0,0,Outdoor Furniture,269.7724152,241.36,225,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,2,912.2359703
2020,5,3,61.72288401,0.13,24364.59,Miami,1,0,0,Building Materials,447.8960206,409.86,928,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,2,1654.182164
2020,5,3,61.72288401,0.13,28298.93,Miami,1,0,0,Home Appliances,251.1867537,258.07,168,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,10,1170.1597
2020,5,4,61.72288401,0.13,13436.01,Miami,1,0,0,Garden Equipment,251.2001425,241.06,122,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,2,490.0037345
2020,5,4,61.72288401,0.13,26687.64,Miami,1,0,0,HVAC,206.8677941,197.51,623,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,10,1829.669027
2020,5,4,61.72288401,0.13,22294.24,Miami,1,0,1,Outdoor Furniture,230.1107216,241.36,225,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,3,856.4168686
2020,5,4,61.72288401,0.13,14978.11,Miami,1,0,1,Building Materials,405.7984213,409.86,928,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,4,1945.683201
2020,5,4,61.72288401,0.13,19316.02,Miami,0,0,1,Home Appliances,245.7851878,258.07,168,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,0,1094.294892
2020,6,1,78.01237611,1.57,5641.7,Miami,0,0,0,Garden Equipment,224.180569,241.06,122,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,0,269.6336183
2020,6,1,78.01237611,1.57,27410.16,Miami,1,0,0,HVAC,204.0913641,197.51,623,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,4,1883.86103
2020,6,1,78.01237611,1.57,9634.23,Miami,0,0,1,Outdoor Furniture,245.128252,241.36,225,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,0,426.9899952
2020,6,1,78.01237611,1.57,15430.6,Miami,0,0,0,Building Materials,380.7128281,409.86,928,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,0,2278.609259
2020,6,1,78.01237611,1.57,6154.19,Miami,0,0,0,Home Appliances,274.8394156,258.07,168,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,0,384.3990763
2020,6,2,78.01237611,1.57,18401.35,Miami,0,0,0,Garden Equipment,242.3248363,241.06,122,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,0,782.1925308
2020,6,2,78.01237611,1.57,12982.99,Miami,1,0,0,HVAC,199.2937468,197.51,623,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,10,1363.652283
2020,6,2,78.01237611,1.57,24285.26,Miami,1,0,0,Outdoor Furniture,242.4348297,241.36,225,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,2,1106.485444
2020,6,2,78.01237611,1.57,18557.35,Miami,0,0,0,Building Materials,390.9294391,409.86,928,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,0,1720.450675
2020,6,2,78.01237611,1.57,9135.56,Miami,0,0,0,Home Appliances,259.8089316,258.07,168,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,0,421.5738058
2020,6,3,78.01237611,1.57,16613.06,Miami,1,0,0,Garden Equipment,246.6001471,241.06,122,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,5,735.0931744
2020,6,3,78.01237611,1.57,6069.24,Miami,0,0,0,HVAC,184.8171698,197.51,623,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,0,956.2229473
2020,6,3,78.01237611,1.57,21637.91,Miami,1,0,0,Outdoor Furniture,264.9545037,241.36,225,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,5,966.8926888
2020,6,3,78.01237611,1.57,16761.88,Miami,0,0,0,Building Materials,425.5467261,409.86,928,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,0,1608.385681
2020,6,3,78.01237611,1.57,12946.26,Miami,0,0,0,Home Appliances,241.1868701,258.07,168,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,0,563.7440558
2020,6,4,78.01237611,1.57,26163.54,Miami,1,0,0,Garden Equipment,241.3227458,241.06,122,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,5,1016.419582
2020,6,4,78.01237611,1.57,15989.06,Miami,0,0,0,HVAC,192.1521695,197.51,623,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,0,1401.12232
2020,6,4,78.01237611,1.57,26023.75,Miami,1,0,0,Outdoor Furniture,230.6734617,241.36,225,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,5,902.2166541
2020,6,4,78.01237611,1.57,20079.49,Miami,1,0,0,Building Materials,410.1476927,409.86,928,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,4,2163.65932
2020,6,4,78.01237611,1.57,14497.06,Miami,1,0,1,Home Appliances,262.0056468,258.07,168,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,5,970.8145763
2020,7,1,88.11372,7.89,22090.27,Miami,1,0,0,Garden Equipment,252.3556557,241.06,122,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,3,914.8148878
2020,7,1,88.11372,7.89,19752.86,Miami,0,0,0,HVAC,182.4554987,197.51,623,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,1382.300617
2020,7,1,88.11372,7.89,16885.64,Miami,0,0,0,Outdoor Furniture,216.5165555,241.36,225,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,841.9318628
2020,7,1,88.11372,7.89,10279.01,Miami,0,0,0,Building Materials,407.3001975,409.86,928,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,1871.308211
2020,7,1,88.11372,7.89,15211.81,Miami,1,0,0,Home Appliances,259.6233945,258.07,168,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,5,724.9850082
2020,7,2,88.11372,7.89,14702.23,Miami,0,0,0,Garden Equipment,261.8439494,241.06,122,3,8.4,1.4,0.1,2.9,337500,16525.8,2.182,42.93,1401,74.1,0,551.5878207
2020,7,2,88.11372,7.89,20306.94,Miami,1,0,0,HVAC,181.8422898,197.51,623,3,8.4,1.4,0.1,2.9,337500,16525.8,2.182,42.93,1401,74.1,2,1266.097188
2020,7,2,88.11372,7.89,17170.16,Miami,0,0,0,Outdoor Furniture,230.4672075,241.36,225,3,8.4,1.4,0.1,2.9,337500,16525.8,2.182,42.93,1401,74.1,0,750.1549244
