fiscal_year,month,week,temperature,precipitation,marketing_spend,store,promotion,holiday,natural_disaster,product_category,avg_selling_price,planned_avg_selling_price,planned_units,Fiscal Quarter,Unemployment %,Core PCE YoY %,Fed Funds %,30yr Mortgage %,Median US Home Sale Price,Real Disposable Personal Income,Avg US Gas Prices (Regular),WTI Crude Oil Spot Price,Housing Starts,U of M Consumer Sentiment,promotion_discount,unit_sales
2020,2,3,58.31621472,1.48,14323.63,Texas,1,0,0,Outdoor Furniture,449.8151904,497.6,316,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,5,843.326182
2020,2,3,58.31621472,1.48,28477.09,Texas,1,0,0,Building Materials,214.9155582,230.5,716,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,5,2033.452392
2020,2,3,58.31621472,1.48,25505.28,Texas,1,0,0,Home Appliances,227.1256387,239.25,721,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,2,1507.825237
2020,2,4,58.31621472,1.48,5926.69,Texas,0,0,0,Garden Equipment,333.6366925,320.86,149,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,0,309.4775844
2020,2,4,58.31621472,1.48,21455.13,Texas,1,0,0,HVAC,354.3506677,354.69,72,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,3,771.5839
2020,2,4,58.31621472,1.48,9116.79,Texas,0,0,0,Outdoor Furniture,469.5680393,497.6,316,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,0,552.0670956
2020,2,4,58.31621472,1.48,11521.19,Texas,1,0,0,Building Materials,232.6792254,230.5,716,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,4,1102.495154
2020,2,4,58.31621472,1.48,6602.14,Texas,0,0,0,Home Appliances,250.1319252,239.25,721,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,0,1042.412524
2020,3,1,60.93942937,4.76,8899.82,Texas,0,0,0,Garden Equipment,291.7554075,320.86,149,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,0,509.915139
2020,3,1,60.93942937,4.76,19943.6,Texas,0,0,0,HVAC,346.0606759,354.69,72,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,0,662.9240915
2020,3,1,60.93942937,4.76,18475.8,Texas,1,0,0,Outdoor Furniture,481.1839378,497.6,316,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,5,908.2525382
2020,3,1,60.93942937,4.76,8716.63,Texas,0,0,0,Building Materials,245.8691679,230.5,716,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,0,1053.255235
2020,3,1,60.93942937,4.76,17366.27,Texas,1,0,0,Home Appliances,243.7213219,239.25,721,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,5,1616.1673
2020,3,2,60.93942937,4.76,16477.14,Texas,0,0,0,Garden Equipment,317.5816857,320.86,149,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,0,749.4150575
2020,3,2,60.93942937,4.76,5867.66,Texas,0,0,0,HVAC,328.563768,354.69,72,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,0,239.7889462
2020,3,2,60.93942937,4.76,17407.25,Texas,1,0,0,Outdoor Furniture,442.4631848,497.6,316,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,5,924.5348742
2020,3,2,60.93942937,4.76,16402.26,Texas,0,0,0,Building Materials,243.6656213,230.5,716,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,0,1375.416839
2020,3,2,60.93942937,4.76,26941.39,Texas,1,0,0,Home Appliances,229.5919082,239.25,721,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,10,1714.632627
2020,3,3,60.93942937,4.76,14790.75,Texas,1,0,0,Garden Equipment,283.4841783,320.86,149,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,10,811.6006083
2020,3,3,60.93942937,4.76,12437.34,Texas,1,0,0,HVAC,364.284365,354.69,72,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,2,471.7792932
2020,3,3,60.93942937,4.76,15544.08,Texas,0,0,0,Outdoor Furniture,526.1503375,497.6,316,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,0,806.5923987
2020,3,3,60.93942937,4.76,4704.74,Texas,0,0,0,Building Materials,224.2425551,230.5,716,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,0,948.1281524
2020,3,3,60.93942937,4.76,19345.25,Texas,1,0,0,Home Appliances,217.1007931,239.25,721,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,3,1538.260667
2020,3,4,60.93942937,4.76,16655.47,Texas,0,0,0,Garden Equipment,314.8662004,320.86,149,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,684.0918181
2020,3,4,60.93942937,4.76,9781.23,Texas,0,0,0,HVAC,317.8333068,354.69,72,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,391.5695408
2020,3,4,60.93942937,4.76,7279.31,Texas,0,0,0,Outdoor Furniture,540.0968928,497.6,316,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,562.6916624
2020,3,4,60.93942937,4.76,18144.51,Texas,0,0,0,Building Materials,247.5404185,230.5,716,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,1376.992623
2020,3,4,60.93942937,4.76,14845.63,Texas,0,0,0,Home Appliances,255.1717585,239.25,721,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,1168.262734
2020,4,1,90.19724263,14.38,11937.48,Texas,0,0,0,Garden Equipment,309.1147508,320.86,149,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,0,580.8598698
2020,4,1,90.19724263,14.38,16753.9,Texas,1,0,0,HVAC,378.1461854,354.69,72,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,3,606.2301623
2020,4,1,90.19724263,14.38,13599.77,Texas,1,0,0,Outdoor Furniture,471.5125245,497.6,316,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,3,936.0228704
2020,4,1,90.19724263,14.38,7203.81,Texas,0,0,0,Building Materials,225.9191628,230.5,716,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,0,894.7811214
2020,4,1,90.19724263,14.38,19561.68,Texas,0,0,0,Home Appliances,245.901838,239.25,721,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,0,1227.855412
2020,4,2,90.19724263,14.38,22579.84,Texas,1,0,0,Garden Equipment,335.7458783,320.86,149,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,5,1021.25559
2020,4,2,90.19724263,14.38,10215.91,Texas,0,0,0,HVAC,369.1375473,354.69,72,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,0,377.0174453
2020,4,2,90.19724263,14.38,16853.32,Texas,1,0,0,Outdoor Furniture,464.9730881,497.6,316,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,5,933.2101145
2020,4,2,90.19724263,14.38,27363.01,Texas,1,0,0,Building Materials,241.114752,230.5,716,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,4,1779.935118
2020,4,2,90.19724263,14.38,19503.64,Texas,0,0,0,Home Appliances,260.5273539,239.25,721,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,0,1279.565921
2020,4,3,90.19724263,14.38,11625,Texas,0,0,0,Garden Equipment,310.6622924,320.86,149,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,0,514.2334782
2020,4,3,90.19724263,14.38,20894.52,Texas,1,0,0,HVAC,371.0421521,354.69,72,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,5,764.4407447
2020,4,3,90.19724263,14.38,24482.37,Texas,1,0,0,Outdoor Furniture,467.2828804,497.6,316,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,3,1203.302382
2020,4,3,90.19724263,14.38,22163.82,Texas,1,0,0,Building Materials,230.309242,230.5,716,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,10,2077.92412
2020,4,3,90.19724263,14.38,26008.75,Texas,1,0,0,Home Appliances,253.5608444,239.25,721,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,10,1938.982571
2020,4,4,90.19724263,14.38,20877.73,Texas,1,0,1,Garden Equipment,358.5107138,320.86,149,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,5,683.3265692
2020,4,4,90.19724263,14.38,6478.41,Texas,0,0,0,HVAC,389.956573,354.69,72,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,255.2979006
2020,4,4,90.19724263,14.38,5495.33,Texas,0,0,0,Outdoor Furniture,484.6769582,497.6,316,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,600.8836592
2020,4,4,90.19724263,14.38,4289.37,Texas,0,0,0,Building Materials,229.1376949,230.5,716,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,1111.520217
2020,4,4,90.19724263,14.38,17705.45,Texas,0,0,0,Home Appliances,220.3686058,239.25,721,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,1468.926712
2020,5,1,78.25824861,13.7,25632.94,Texas,1,0,0,Garden Equipment,324.7718171,320.86,149,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,4,1041.788665
2020,5,1,78.25824861,13.7,14209.2,Texas,1,0,0,HVAC,329.2306038,354.69,72,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,10,600.4598049
2020,5,1,78.25824861,13.7,14564.55,Texas,0,0,0,Outdoor Furniture,456.444489,497.6,316,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,0,950.5191272
2020,5,1,78.25824861,13.7,17726.7,Texas,1,0,0,Building Materials,233.7390231,230.5,716,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,4,1557.375172
2020,5,1,78.25824861,13.7,11271.33,Texas,0,0,0,Home Appliances,235.627119,239.25,721,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,0,1169.133376
2020,5,2,78.25824861,13.7,13765.74,Texas,0,0,0,Garden Equipment,337.4404981,320.86,149,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,613.1321989
2020,5,2,78.25824861,13.7,13765.74,Texas,0,0,0,Garden Equipment,323.6245804,320.86,149,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,599.7118431
2020,5,2,78.25824861,13.7,11953.35,Texas,0,0,0,HVAC,347.5833162,354.69,72,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,454.1836064
2020,5,2,78.25824861,13.7,11953.35,Texas,0,0,0,HVAC,341.7438735,354.69,72,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,443.2544237
2020,5,2,78.25824861,13.7,16537.32,Texas,0,0,0,Outdoor Furniture,482.5643089,497.6,316,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,813.5017587
2020,5,2,78.25824861,13.7,16537.32,Texas,0,0,0,Outdoor Furniture,518.4333241,497.6,316,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,856.8518509
2020,5,2,78.25824861,13.7,26012.1,Texas,1,0,0,Building Materials,257.8263981,230.5,716,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,10,1803.85337
2020,5,2,78.25824861,13.7,26012.1,Texas,1,0,0,Building Materials,249.6456886,230.5,716,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,3,1555.117785
2020,5,2,78.25824861,13.7,24131.09,Texas,1,0,0,Home Appliances,209.5221869,239.25,721,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,2,1603.352519
2020,5,2,78.25824861,13.7,24131.09,Texas,1,0,0,Home Appliances,226.3485332,239.25,721,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,10,2035.829175
2020,5,3,78.25824861,13.7,20000.06,Texas,1,0,0,Garden Equipment,298.8906699,320.86,149,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,2,843.3679702
2020,5,3,78.25824861,13.7,4547.55,Texas,0,0,0,HVAC,366.2194103,354.69,72,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,0,223.5373407
2020,5,3,78.25824861,13.7,15737.36,Texas,1,0,0,Outdoor Furniture,512.1322245,497.6,316,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,10,1157.121917
2020,5,3,78.25824861,13.7,12183.1,Texas,0,0,0,Building Materials,251.1674871,230.5,716,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,0,1015.140587
2020,5,3,78.25824861,13.7,26415.02,Texas,1,0,0,Home Appliances,242.331361,239.25,721,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,10,1801.857978
2020,5,4,78.25824861,13.7,26021.14,Texas,1,0,0,Garden Equipment,321.3968427,320.86,149,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,10,1133.134025
2020,5,4,78.25824861,13.7,14113.32,Texas,0,0,0,HVAC,391.1018067,354.69,72,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,0,511.7714127
2020,5,4,78.25824861,13.7,14880.39,Texas,1,0,0,Outdoor Furniture,542.0442591,497.6,316,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,3,875.9095141
2020,5,4,78.25824861,13.7,15737.93,Texas,0,0,0,Building Materials,228.8716649,230.5,716,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,0,1283.493722
2020,5,4,78.25824861,13.7,7881.33,Texas,0,0,0,Home Appliances,248.4722638,239.25,721,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,0,1197.977489
2020,6,1,54.35295043,14.72,13488.07,Texas,1,0,0,Garden Equipment,320.7066437,320.86,149,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,4,613.386295
2020,6,1,54.35295043,14.72,15428.41,Texas,1,0,0,HVAC,367.1391812,354.69,72,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,4,590.5740914
2020,6,1,54.35295043,14.72,17304.88,Texas,0,0,0,Outdoor Furniture,455.6747701,497.6,316,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,0,885.2033597
2020,6,1,54.35295043,14.72,10846.32,Texas,0,0,0,Building Materials,223.3223802,230.5,716,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,0,885.2410512
2020,6,1,54.35295043,14.72,16069.77,Texas,1,0,0,Home Appliances,245.865949,239.25,721,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,5,1266.368516
2020,6,2,54.35295043,14.72,26429.69,Texas,1,0,0,Garden Equipment,302.3536118,320.86,149,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,3,1026.897089
2020,6,2,54.35295043,14.72,26696.19,Texas,1,0,0,HVAC,328.519446,354.69,72,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,4,952.7181911
2020,6,2,54.35295043,14.72,11779.53,Texas,1,0,0,Outdoor Furniture,464.6145704,497.6,316,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,2,869.7519528
2020,6,2,54.35295043,14.72,12200.33,Texas,0,0,0,Building Materials,216.406498,230.5,716,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,0,1183.930612
2020,6,2,54.35295043,14.72,15453.2,Texas,1,0,0,Home Appliances,241.0292787,239.25,721,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,5,1472.740345
2020,6,3,54.35295043,14.72,13006.38,Texas,1,0,0,Garden Equipment,289.0886424,320.86,149,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,10,661.2567997
2020,6,3,54.35295043,14.72,23094.33,Texas,1,0,0,HVAC,333.2138238,354.69,72,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,4,844.992582
2020,6,3,54.35295043,14.72,24006.08,Texas,1,0,0,Outdoor Furniture,476.9487108,497.6,316,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,4,1234.880857
2020,6,3,54.35295043,14.72,19914.11,Texas,1,0,0,Building Materials,260.4031901,230.5,716,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,10,1700.7786
2020,6,3,54.35295043,14.72,18285.66,Texas,1,0,0,Home Appliances,218.7269691,239.25,721,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,3,1678.099185
2020,6,4,54.35295043,14.72,14732.04,Texas,1,0,0,Garden Equipment,313.8547634,320.86,149,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,2,598.3714702
2020,6,4,54.35295043,14.72,20966.84,Texas,1,0,0,HVAC,393.1684621,354.69,72,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,4,768.6483855
2020,6,4,54.35295043,14.72,14109.43,Texas,0,0,0,Outdoor Furniture,441.1425125,497.6,316,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,0,845.8983714
2020,6,4,54.35295043,14.72,12038.53,Texas,0,0,0,Building Materials,224.9117664,230.5,716,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,0,1144.695585
2020,6,4,54.35295043,14.72,15240.53,Texas,0,0,0,Home Appliances,230.9807493,239.25,721,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,0,1270.541832
2020,7,1,85.56382492,9.66,12006.58,Texas,0,0,0,Garden Equipment,333.0421002,320.86,149,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,527.9340484
2020,7,1,85.56382492,9.66,5750.78,Texas,0,0,0,HVAC,369.2338759,354.69,72,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,256.7845146
2020,7,1,85.56382492,9.66,23660.54,Texas,1,0,0,Outdoor Furniture,484.5775477,497.6,316,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,3,1086.878516
2020,7,1,85.56382492,9.66,10522.14,Texas,0,0,0,Building Materials,226.5956167,230.5,716,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,936.7313275
2020,7,1,85.56382492,9.66,17581.84,Texas,0,0,0,Home Appliances,222.499775,239.25,721,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,1240.949651
2020,7,2,85.56382492,9.66,13414.98,Texas,1,0,0,Garden Equipment,288.1592705,320.86,149,3,8.4,1.4,0.1,2.9,337500,16525.8,2.182,42.93,1401,74.1,2,602.553596
2020,7,2,85.56382492,9.66,19689.35,Texas,1,0,0,HVAC,372.7798072,354.69,72,3,8.4,1.4,0.1,2.9,337500,16525.8,2.182,42.93,1401,74.1,3,708.3176877
2020,7,2,85.56382492,9.66,20308.92,Texas,1,0,0,Outdoor Furniture,481.6287692,497.6,316,3,8.4,1.4,0.1,2.9,337500,16525.8,2.182,42.93,1401,74.1,10,1119.221668
