fiscal_year,month,week,temperature,precipitation,marketing_spend,store,promotion,holiday,natural_disaster,product_category,avg_selling_price,planned_avg_selling_price,planned_units,Fiscal Quarter,Unemployment %,Core PCE YoY %,Fed Funds %,30yr Mortgage %,Median US Home Sale Price,Real Disposable Personal Income,Avg US Gas Prices (Regular),WTI Crude Oil Spot Price,Housing Starts,U of M Consumer Sentiment,promotion_discount,unit_sales
2020,2,3,44.20291888,4.56,15968.74,Virginia Beach,0,0,1,Garden Equipment,406.9250591,443.91,926,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,0,1079.642988
2020,2,3,44.20291888,4.56,26829.12,Virginia Beach,1,0,0,HVAC,353.2073039,329.23,293,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,3,1226.787941
2020,2,3,44.20291888,4.56,14961.17,Virginia Beach,0,0,0,Outdoor Furniture,61.46461595,63.96,775,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,0,1397.191251
2020,2,3,44.20291888,4.56,19470.2,Virginia Beach,1,0,0,Building Materials,328.7769913,336.87,725,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,4,2111.300117
2020,2,3,44.20291888,4.56,11896.9,Virginia Beach,0,0,0,Home Appliances,155.671747,149.71,634,1,4.4,1.5,0.7,3.7,329000,15696.3,2.248,24.19,1252,89.1,0,1268.332098
2020,2,4,44.20291888,4.56,13082.83,Virginia Beach,0,0,0,Garden Equipment,476.2798519,443.91,926,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,0,1352.969865
2020,2,4,44.20291888,4.56,23010.13,Virginia Beach,1,0,0,HVAC,334.3694028,329.23,293,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,2,1090.915041
2020,2,4,44.20291888,4.56,10088.92,Virginia Beach,0,0,0,Outdoor Furniture,65.87656387,63.96,775,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,0,995.3362672
2020,2,4,44.20291888,4.56,21726.49,Virginia Beach,1,0,0,Building Materials,373.112486,336.87,725,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,10,1665.479408
2020,2,4,44.20291888,4.56,20023.29,Virginia Beach,1,0,0,Home Appliances,148.935655,149.71,634,1,4.4,1.5,0.7,3.5,329000,15696.3,2.12,19.44,1252,89.1,2,1426.494274
2020,3,1,60.74915581,8.57,14914.82,Virginia Beach,0,0,0,Garden Equipment,462.9317677,443.91,926,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,0,1257.868166
2020,3,1,60.74915581,8.57,20655.29,Virginia Beach,1,0,0,HVAC,349.9023155,329.23,293,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,5,1014.418952
2020,3,1,60.74915581,8.57,20464.87,Virginia Beach,1,0,1,Outdoor Furniture,62.73927213,63.96,775,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,3,1116.882525
2020,3,1,60.74915581,8.57,14190.66,Virginia Beach,1,0,0,Building Materials,342.8510187,336.87,725,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,2,1756.041873
2020,3,1,60.74915581,8.57,20026.43,Virginia Beach,1,0,0,Home Appliances,140.0596987,149.71,634,1,14.8,0.9,0.1,3.2,322600,18020.2,1.773,15.71,931,71.8,4,1842.593503
2020,3,2,60.74915581,8.57,16814.25,Virginia Beach,1,0,0,Garden Equipment,468.3700597,443.91,926,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,2,2383.032175
2020,3,2,60.74915581,8.57,13931.83,Virginia Beach,0,0,0,HVAC,321.0795517,329.23,293,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,0,760.8233943
2020,3,2,60.74915581,8.57,20526.71,Virginia Beach,1,0,0,Outdoor Furniture,58.61894782,63.96,775,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,4,1460.888776
2020,3,2,60.74915581,8.57,20312.96,Virginia Beach,1,0,0,Building Materials,358.9031604,336.87,725,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,2,1389.175222
2020,3,2,60.74915581,8.57,26146.94,Virginia Beach,1,0,0,Home Appliances,145.7427501,149.71,634,1,14.8,0.9,0.1,3.3,322600,18020.2,1.924,24.41,931,71.8,4,1409.426561
2020,3,3,60.74915581,8.57,24136.15,Virginia Beach,1,0,0,Garden Equipment,439.2420941,443.91,926,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,3,2129.959312
2020,3,3,60.74915581,8.57,27183.23,Virginia Beach,1,0,0,HVAC,333.7130156,329.23,293,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,3,1218.835834
2020,3,3,60.74915581,8.57,16882.14,Virginia Beach,0,0,0,Outdoor Furniture,68.84580261,63.96,775,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,0,1143.510267
2020,3,3,60.74915581,8.57,23459.9,Virginia Beach,1,0,0,Building Materials,305.1486007,336.87,725,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,4,1443.430129
2020,3,3,60.74915581,8.57,6551.69,Virginia Beach,0,0,0,Home Appliances,157.628037,149.71,634,1,14.8,0.9,0.1,3.3,322600,18020.2,1.853,20.12,931,71.8,0,865.9393943
2020,3,4,60.74915581,8.57,16058.94,Virginia Beach,0,0,0,Garden Equipment,395.0756497,443.91,926,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,1477.237604
2020,3,4,60.74915581,8.57,27111.95,Virginia Beach,1,0,0,HVAC,315.4877548,329.23,293,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,3,1201.29608
2020,3,4,60.74915581,8.57,12868.56,Virginia Beach,0,0,0,Outdoor Furniture,67.04252718,63.96,775,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,1254.973223
2020,3,4,60.74915581,8.57,6098.56,Virginia Beach,0,0,0,Building Materials,316.4449496,336.87,725,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,1116.025387
2020,3,4,60.74915581,8.57,16378.48,Virginia Beach,0,0,0,Home Appliances,164.7724058,149.71,634,1,14.8,0.9,0.1,3.3,322600,18020.2,1.812,3.32,931,71.8,0,1111.740145
2020,4,1,59.24738341,4.72,13825.46,Virginia Beach,1,0,0,Garden Equipment,444.163003,443.91,926,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,10,2046.698758
2020,4,1,59.24738341,4.72,19680.18,Virginia Beach,1,0,0,HVAC,313.3558227,329.23,293,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,3,943.8257131
2020,4,1,59.24738341,4.72,12598.16,Virginia Beach,0,0,0,Outdoor Furniture,62.14894462,63.96,775,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,0,1348.433633
2020,4,1,59.24738341,4.72,23692.81,Virginia Beach,1,0,0,Building Materials,308.1847532,336.87,725,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,4,2236.506827
2020,4,1,59.24738341,4.72,18610.2,Virginia Beach,1,0,0,Home Appliances,145.4348017,149.71,634,2,13.2,1,0.1,3.2,322600,17104.6,1.96,34.19,1053,72.3,4,1416.453715
2020,4,2,59.24738341,4.72,29223.64,Virginia Beach,1,0,1,Garden Equipment,466.6772317,443.91,926,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,10,1985.292506
2020,4,2,59.24738341,4.72,7647.3,Virginia Beach,0,0,0,HVAC,326.2067814,329.23,293,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,0,519.0355118
2020,4,2,59.24738341,4.72,17033.4,Virginia Beach,0,0,0,Outdoor Furniture,63.8348038,63.96,775,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,0,1462.514184
2020,4,2,59.24738341,4.72,26493.52,Virginia Beach,1,0,0,Building Materials,316.7139505,336.87,725,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,4,2700.494644
2020,4,2,59.24738341,4.72,19052.04,Virginia Beach,1,0,0,Home Appliances,151.1681274,149.71,634,2,13.2,1,0.1,3.3,322600,17104.6,1.789,23.46,1053,72.3,3,1837.204427
2020,4,3,59.24738341,4.72,22245.96,Virginia Beach,1,0,0,Garden Equipment,423.6727192,443.91,926,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,2,2530.558901
2020,4,3,59.24738341,4.72,17784.34,Virginia Beach,0,0,0,HVAC,312.6159593,329.23,293,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,0,773.8785288
2020,4,3,59.24738341,4.72,11340.96,Virginia Beach,0,0,0,Outdoor Furniture,61.69068433,63.96,775,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,0,1510.230188
2020,4,3,59.24738341,4.72,12849.86,Virginia Beach,0,0,0,Building Materials,316.1967593,336.87,725,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,0,1061.79012
2020,4,3,59.24738341,4.72,13189.17,Virginia Beach,0,0,0,Home Appliances,137.9914527,149.71,634,2,13.2,1,0.1,3.3,322600,17104.6,1.851,26.4,1053,72.3,0,1130.232644
2020,4,4,59.24738341,4.72,19058.89,Virginia Beach,0,0,0,Garden Equipment,427.3950573,443.91,926,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,2224.792402
2020,4,4,59.24738341,4.72,20032.12,Virginia Beach,1,0,0,HVAC,334.8860426,329.23,293,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,2,995.4807798
2020,4,4,59.24738341,4.72,22556.87,Virginia Beach,1,0,0,Outdoor Furniture,69.17907082,63.96,775,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,2,1637.861485
2020,4,4,59.24738341,4.72,10239.3,Virginia Beach,0,0,0,Building Materials,323.3972435,336.87,725,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,939.4331887
2020,4,4,59.24738341,4.72,18301.34,Virginia Beach,0,0,0,Home Appliances,147.9367982,149.71,634,2,13.2,1,0.1,3.2,322600,17104.6,1.878,33.1,1053,72.3,0,1221.58449
2020,5,1,87.62836807,9.9,10040.24,Virginia Beach,0,0,0,Garden Equipment,456.4491282,443.91,926,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,0,1759.740376
2020,5,1,87.62836807,9.9,15031.62,Virginia Beach,1,0,0,HVAC,348.267236,329.23,293,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,3,828.4488704
2020,5,1,87.62836807,9.9,7314.67,Virginia Beach,0,0,0,Outdoor Furniture,59.74555669,63.96,775,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,0,1228.754668
2020,5,1,87.62836807,9.9,11135.13,Virginia Beach,0,0,0,Building Materials,344.5813987,336.87,725,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,0,1202.616703
2020,5,1,87.62836807,9.9,13052.18,Virginia Beach,1,0,0,Home Appliances,138.4484675,149.71,634,2,11,0.9,0.1,3.1,322600,17035,2.129,39.22,1254,78.1,3,1116.519231
2020,5,2,87.62836807,9.9,5060.94,Virginia Beach,0,0,0,Garden Equipment,490.363962,443.91,926,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,1572.147713
2020,5,2,87.62836807,9.9,5060.94,Virginia Beach,0,0,0,Garden Equipment,474.3176062,443.91,926,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,1677.444592
2020,5,2,87.62836807,9.9,15343.25,Virginia Beach,0,0,0,HVAC,345.6376934,329.23,293,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,773.1878024
2020,5,2,87.62836807,9.9,15343.25,Virginia Beach,0,0,0,HVAC,356.4817876,329.23,293,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,798.0727974
2020,5,2,87.62836807,9.9,12316.8,Virginia Beach,0,0,0,Outdoor Furniture,59.30850622,63.96,775,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,1174.585963
2020,5,2,87.62836807,9.9,12316.8,Virginia Beach,0,0,0,Outdoor Furniture,59.30900332,63.96,775,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,1087.816666
2020,5,2,87.62836807,9.9,17261.86,Virginia Beach,0,0,0,Building Materials,361.2454157,336.87,725,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,0,1287.612681
2020,5,2,87.62836807,9.9,17261.86,Virginia Beach,0,0,0,Building Materials,340.5645656,336.87,725,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,0,1265.002885
2020,5,2,87.62836807,9.9,26866.72,Virginia Beach,1,0,0,Home Appliances,136.692646,149.71,634,2,11,0.9,0.1,3.2,322600,17035,1.974,37.32,1254,78.1,5,1688.914131
2020,5,2,87.62836807,9.9,26866.72,Virginia Beach,1,0,0,Home Appliances,142.9692942,149.71,634,2,11,0.9,0.1,3.1,322600,17035,2.174,39.85,1254,78.1,2,1809.674271
2020,5,3,87.62836807,9.9,24345.27,Virginia Beach,1,0,0,Garden Equipment,480.6817836,443.91,926,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,4,2024.296435
2020,5,3,87.62836807,9.9,16225.95,Virginia Beach,1,0,0,HVAC,298.9400783,329.23,293,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,10,946.8716742
2020,5,3,87.62836807,9.9,12766.13,Virginia Beach,1,0,0,Outdoor Furniture,60.73152448,63.96,775,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,3,1575.561279
2020,5,3,87.62836807,9.9,14070.5,Virginia Beach,0,0,0,Building Materials,351.8873097,336.87,725,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,0,1489.773669
2020,5,3,87.62836807,9.9,9654.71,Virginia Beach,0,0,0,Home Appliances,154.5108544,149.71,634,2,11,0.9,0.1,3.2,322600,17035,2.036,37.87,1254,78.1,0,953.788882
2020,5,4,87.62836807,9.9,22237.41,Virginia Beach,1,0,1,Garden Equipment,390.1294378,443.91,926,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,4,1876.251356
2020,5,4,87.62836807,9.9,14521.82,Virginia Beach,1,0,0,HVAC,331.4208908,329.23,293,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,5,749.9826657
2020,5,4,87.62836807,9.9,11726.44,Virginia Beach,1,0,0,Outdoor Furniture,66.27386053,63.96,775,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,3,1538.312162
2020,5,4,87.62836807,9.9,16438.13,Virginia Beach,1,0,0,Building Materials,332.4938829,336.87,725,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,2,1988.622564
2020,5,4,87.62836807,9.9,19984.22,Virginia Beach,0,0,0,Home Appliances,140.4266677,149.71,634,2,11,0.9,0.1,3.1,322600,17035,2.098,38.35,1254,78.1,0,1377.950061
2020,6,1,53.35105635,5.2,14339.78,Virginia Beach,1,0,0,Garden Equipment,442.2334921,443.91,926,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,4,1599.322277
2020,6,1,53.35105635,5.2,6240.64,Virginia Beach,0,0,0,HVAC,323.3041341,329.23,293,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,0,572.8663995
2020,6,1,53.35105635,5.2,25956.97,Virginia Beach,1,0,0,Outdoor Furniture,63.29145898,63.96,775,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,10,1686.45391
2020,6,1,53.35105635,5.2,21657.09,Virginia Beach,1,0,0,Building Materials,346.2254509,336.87,725,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,5,2177.900939
2020,6,1,53.35105635,5.2,8754.06,Virginia Beach,0,0,1,Home Appliances,159.6701399,149.71,634,2,10.2,1.2,0.1,3,337500,17193.2,2.186,41.34,1523,72.5,0,1540.078456
2020,6,2,53.35105635,5.2,12652.32,Virginia Beach,1,0,0,Garden Equipment,409.1901714,443.91,926,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,5,1929.602443
2020,6,2,53.35105635,5.2,14272.55,Virginia Beach,0,0,0,HVAC,299.4044398,329.23,293,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,0,772.608884
2020,6,2,53.35105635,5.2,24238.09,Virginia Beach,1,0,0,Outdoor Furniture,68.37349446,63.96,775,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,2,1848.880161
2020,6,2,53.35105635,5.2,26321.08,Virginia Beach,1,0,0,Building Materials,375.6226792,336.87,725,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,3,2335.521288
2020,6,2,53.35105635,5.2,23436.69,Virginia Beach,1,0,0,Home Appliances,138.6226061,149.71,634,2,10.2,1.2,0.1,3,337500,17193.2,2.175,40.69,1523,72.5,10,1854.446878
2020,6,3,53.35105635,5.2,19295.36,Virginia Beach,1,0,0,Garden Equipment,488.760395,443.91,926,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,2,2031.807271
2020,6,3,53.35105635,5.2,19479.24,Virginia Beach,1,0,0,HVAC,296.0351439,329.23,293,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,10,1213.335081
2020,6,3,53.35105635,5.2,4732.12,Virginia Beach,0,0,0,Outdoor Furniture,56.98689414,63.96,775,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,0,1158.835221
2020,6,3,53.35105635,5.2,14853.88,Virginia Beach,0,0,0,Building Materials,339.2690789,336.87,725,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,0,1327.749093
2020,6,3,53.35105635,5.2,25196.16,Virginia Beach,1,0,0,Home Appliances,158.3627617,149.71,634,2,10.2,1.2,0.1,3,337500,17193.2,2.177,40.44,1523,72.5,10,1470.499408
2020,6,4,53.35105635,5.2,27478.2,Virginia Beach,1,0,0,Garden Equipment,439.9817563,443.91,926,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,5,1335.725709
2020,6,4,53.35105635,5.2,14706.47,Virginia Beach,1,0,1,HVAC,317.2363995,329.23,293,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,3,989.3035379
2020,6,4,53.35105635,5.2,15073.37,Virginia Beach,1,0,0,Outdoor Furniture,55.7628959,63.96,775,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,5,1846.564487
2020,6,4,53.35105635,5.2,26466.13,Virginia Beach,1,0,0,Building Materials,313.8039004,336.87,725,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,3,2886.634141
2020,6,4,53.35105635,5.2,6846.14,Virginia Beach,0,0,0,Home Appliances,147.2640138,149.71,634,2,10.2,1.2,0.1,3,337500,17193.2,2.195,40.57,1523,72.5,0,885.9104752
2020,7,1,40.84793043,9.44,27420.32,Virginia Beach,1,0,0,Garden Equipment,476.1612258,443.91,926,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,2,2161.449818
2020,7,1,40.84793043,9.44,8409.67,Virginia Beach,0,0,0,HVAC,291.3802471,329.23,293,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,578.3402051
2020,7,1,40.84793043,9.44,4634.72,Virginia Beach,0,0,0,Outdoor Furniture,63.25946968,63.96,775,3,8.4,1.4,0.1,3,337500,16525.8,2.166,42.73,1401,74.1,0,988.5930035
